"firstseendate";"lastseendate";"Carrier";"Technology";"height";"latitude";"longitude"
1.71E12;1.71E12;"Hutch";"GSM";70;7.851759447;81.09305347
1.71E12;1.71E12;"Hutch";"GSM";70;7.851759555;81.03035416
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;7.938851899;80.80690064
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;7.91339748;80.8328096
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;8.093396586;80.86553671
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;7.921124714;80.60644709
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;7.880670369;80.56053823
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;7.929306492;80.49781126
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;7.860215926;80.5023567
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;7.932488294;80.36917554
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;7.874761308;80.41099351
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;9.13975503;80.13599488
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;8.930210615;79.92326866
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;9.231572756;80.12508584
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;9.177482115;80.77962805
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;9.001119354;80.87780938
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;9.61020724;80.35781196
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;9.675661461;79.87599617
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;8.79021131;79.94690491
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;9.033846464;79.82326916
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;9.46657159;80.54144741
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;6.882948048;80.7023557
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;6.779312199;80.66053773
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;7.028401872;80.86417308
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;6.828402865;80.65144687
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;6.970220343;80.28235779
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;6.950220442;80.97326345
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;6.921129677;80.75144637
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;7.200219201;80.28781231
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;7.289309668;80.53690198
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;7.28112789;80.87690029
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;6.70840346;80.98235431
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;6.660221881;80.62690153
1.6481334279630945E12;1.664847409510291E12;"Dialog";"GSM";70;7.321127692;80.34235749
